title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url
Penyelenggaraan Program Pendidikan Berkelanjutan bagi Wakil Manajer Investasi,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Program-Pendidikan-Berkelanjutan-bagi-Wakil-Manajer-Investasi.aspx,Perbankan,Bank Umum,Surat Edaran OJK,55/SEOJK.04/2016,30 Desember 2016,Penyelenggaraan-Program-Pendidikan-Berkelanjutan-bagi-Wakil-Manajer-Investasi -- SAL - SEOJK PPL WMI.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Program-Pendidikan-Berkelanjutan-bagi-Wakil-Manajer-Investasi/SAL%20-%20SEOJK%20PPL%20WMI.pdf
Penyelenggaraan Program Pendidikan Berkelanjutan bagi Wakil Manajer Investasi,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Program-Pendidikan-Berkelanjutan-bagi-Wakil-Manajer-Investasi.aspx,Perbankan,Bank Umum,Surat Edaran OJK,55/SEOJK.04/2016,30 Desember 2016,Penyelenggaraan-Program-Pendidikan-Berkelanjutan-bagi-Wakil-Manajer-Investasi -- SAL - Lampiran SE PPL WMI.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Program-Pendidikan-Berkelanjutan-bagi-Wakil-Manajer-Investasi/SAL%20-%20Lampiran%20SE%20PPL%20WMI.pdf
Keputusan Menteri Keuangan tentang Laporan Keuangan Dana Pensiun,https://www.ojk.go.id/id/regulasi/Pages/KMK-Nomor-509.KMK.06.2002.aspx,IKNB,Dana Pensiun,Peraturan/Keputusan Mentri,509/KMK.06/2002,30 Desember 2016,KMK-Nomor-509.KMK.06.2002 -- 509.KMK.06.2002.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/KMK-Nomor-509.KMK.06.2002/509.KMK.06.2002.pdf
Peraturan Menteri Keuangan Nomor 504/PMK.06/2004 tentang Kesehatan Keuangan Bagi Perusahaan Asuransi yang Berbentuk,https://www.ojk.go.id/id/regulasi/Pages/PMK-Nomor-504PMK.06-Tahun-2004-tentang-Kesehatan-Keuangan-Bagi-Perusahaan-Asuransi-yang-Berbentuk-.aspx,IKNB,Asuransi,Klasifikasi Bapepam,504/PMK.06/2004,30 Desember 2016,PMK-Nomor-504PMK.06-Tahun-2004-tentang-Kesehatan-Keuangan-Bagi-Perusahaan-Asuransi-yang-Berbentuk- -- menas19_1389260041.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/PMK-Nomor-504PMK.06-Tahun-2004-tentang-Kesehatan-Keuangan-Bagi-Perusahaan-Asuransi-yang-Berbentuk-/menas19_1389260041.pdf
POJK tentang Layanan Pinjam Meminjam Uang Berbasis Teknologi Informasi,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi.aspx,OJK,Peraturan Lainnya,Peraturan OJK,77/POJK.01/2016,29 Desember 2016,POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi -- SAL - POJK Fintech.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi/SAL%20-%20POJK%20Fintech.pdf
POJK tentang Layanan Pinjam Meminjam Uang Berbasis Teknologi Informasi,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi.aspx,OJK,Peraturan Lainnya,Peraturan OJK,77/POJK.01/2016,29 Desember 2016,POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi -- SAL - PENJELASAN POJK Fintech.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi/SAL%20-%20PENJELASAN%20POJK%20Fintech.pdf
POJK tentang Layanan Pinjam Meminjam Uang Berbasis Teknologi Informasi,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi.aspx,OJK,Peraturan Lainnya,Peraturan OJK,77/POJK.01/2016,29 Desember 2016,POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi -- SAL - LEMBAR PEMISAH LAMPIRAN.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi/SAL%20-%20LEMBAR%20PEMISAH%20LAMPIRAN.pdf
POJK tentang Layanan Pinjam Meminjam Uang Berbasis Teknologi Informasi,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi.aspx,OJK,Peraturan Lainnya,Peraturan OJK,77/POJK.01/2016,29 Desember 2016,POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi -- SAL - LAMPIRAN POJK Fintech.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi/SAL%20-%20LAMPIRAN%20POJK%20Fintech.pdf
POJK tentang Layanan Pinjam Meminjam Uang Berbasis Teknologi Informasi,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi.aspx,OJK,Peraturan Lainnya,Peraturan OJK,77/POJK.01/2016,29 Desember 2016,POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi -- SAL - Formulir 3 Fintech.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Layanan-Pinjam-Meminjam-Uang-Berbasis-Teknologi-Informasi/SAL%20-%20Formulir%203%20Fintech.pdf
Peraturan Bank Indonesia tentang Perlakuan Khusus terhadap Kredit Bank Umum Pasca Bencana Alam di Provinsi Nanggroe Aceh Darussalam dan Kabupaten Nias serta Kabupaten Nias Selatan Propinsi Sumatera Utara,https://www.ojk.go.id/id/regulasi/Pages/PBI-tentang-Perlakuan-Khusus-terhadap-Kredit-Bank-Umum-Pasca-Bencana-Alam-di-Provinsi-Naggroe-Aceh-Darussalam-dan-.aspx,Perbankan,Bank Umum,PPBI,7/ 45 /PBI/2005,29 Desember 2016,PBI-tentang-Perlakuan-Khusus-terhadap-Kredit-Bank-Umum-Pasca-Bencana-Alam-di-Provinsi-Naggroe-Aceh-Darussalam-dan- -- 272.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/PBI-tentang-Perlakuan-Khusus-terhadap-Kredit-Bank-Umum-Pasca-Bencana-Alam-di-Provinsi-Naggroe-Aceh-Darussalam-dan-/272.pdf
Peraturan Bank Indonesia Nomor 7/32/PBI/2005,https://www.ojk.go.id/id/regulasi/Pages/Peraturan-Bank-Indonesia-Nomor-732PBI2005.aspx,Perbankan,Bank Umum,PPBI,7/32/PBI/2005,29 Desember 2016,Peraturan-Bank-Indonesia-Nomor-732PBI2005 -- 281.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Peraturan-Bank-Indonesia-Nomor-732PBI2005/281.pdf
V.D.6. Pembiayaan Transaksi Efek oleh Perusahaan Efek bagi Nasabah dan Transaksi Short Selling oleh Perusahaan Efek Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/BAPEPAM-VD6-tentang-Pembiayaan-Transaksi-Efek-oleh-Perusahaan-Efek-bagi-Nasabah-dan-Transaksi-Short-Selling-oleh-Perusahaan.aspx,Pasar Modal,Bursa Efek,Surat Edaran OJK,KEP-258/BL/2008,29 Desember 2016,BAPEPAM-VD6-tentang-Pembiayaan-Transaksi-Efek-oleh-Perusahaan-Efek-bagi-Nasabah-dan-Transaksi-Short-Selling-oleh-Perusahaan -- V.D.6.Pembiayaan Penyelesaian.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/BAPEPAM-VD6-tentang-Pembiayaan-Transaksi-Efek-oleh-Perusahaan-Efek-bagi-Nasabah-dan-Transaksi-Short-Selling-oleh-Perusahaan/V.D.6.Pembiayaan%20Penyelesaian.pdf
Peraturan Bank Indonesia tentang Perubahan atas Peraturan Bank Indonesia Nomor 7/25/PBI/2005 tentang Sertifikasi Manajemen Risiko bagi Pengurus dan Pejabat Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/PBI-tentang-Perubahan-atas-PBI-Nomor-725PBI2005-tentang-Sertifikasi-Manajemen-Risiko-bagi-Pengurus-dan-Pejabat-Bank-Umum.aspx,Perbankan,Bank Umum,PPBI,8/9/PBI/2006,29 Desember 2016,PBI-tentang-Perubahan-atas-PBI-Nomor-725PBI2005-tentang-Sertifikasi-Manajemen-Risiko-bagi-Pengurus-dan-Pejabat-Bank-Umum -- 242.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/PBI-tentang-Perubahan-atas-PBI-Nomor-725PBI2005-tentang-Sertifikasi-Manajemen-Risiko-bagi-Pengurus-dan-Pejabat-Bank-Umum/242.pdf
Peraturan Bank Indonesia tentang Laporan Berkala Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/PBI-tentang-Laporan-Berkala-Bank-Umum.aspx,Perbankan,Bank Umum,PPBI,8/12/PBI/2006,29 Desember 2016,PBI-tentang-Laporan-Berkala-Bank-Umum -- 239.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/PBI-tentang-Laporan-Berkala-Bank-Umum/239.pdf
Peraturan Bank Indonesia tentang Kewajiban Penyediaan Modal Minimum Bank Perkreditan Rakyat,https://www.ojk.go.id/id/regulasi/Pages/PBI-tentang-Kewajiban-Penyediaan-Modal-Minimum-BPR.aspx,Perbankan,"Bank Umum,  BPR",PPBI,8/18/PBI/2006,29 Desember 2016,PBI-tentang-Kewajiban-Penyediaan-Modal-Minimum-BPR -- 230.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/PBI-tentang-Kewajiban-Penyediaan-Modal-Minimum-BPR/230.pdf
V. B.4. Perilaku Agen Penjual Efek Reksa Dana Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,https://www.ojk.go.id/id/regulasi/Pages/BAPEPAM-VB4-tentang-Perilaku-Agen-Penjual-Efek-Reksa-Dana.aspx,Pasar Modal,Agen Penjual Reksadana,Peraturan Bapepam,KEP- 11/BL/2006,29 Desember 2016,BAPEPAM-VB4-tentang-Perilaku-Agen-Penjual-Efek-Reksa-Dana -- V.B.4.Perilaku Agen Perusahaan Efek.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/BAPEPAM-VB4-tentang-Perilaku-Agen-Penjual-Efek-Reksa-Dana/V.B.4.Perilaku%20Agen%20Perusahaan%20Efek.pdf
V.B.3. Pendaftaran Agen Penjual Efek Reksa Dana Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan,https://www.ojk.go.id/id/regulasi/Pages/BAPEPAM-VB3-tentang-Pendaftaran-Agen-Penjual-Efek-Reksa-Dana.aspx,Pasar Modal,Agen Penjual Reksadana,Klasifikasi Bapepam,KEP- 10/BL/2006,29 Desember 2016,BAPEPAM-VB3-tentang-Pendaftaran-Agen-Penjual-Efek-Reksa-Dana -- V.B.3.Pendaftaran Agen Perusahaan Efek.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/BAPEPAM-VB3-tentang-Pendaftaran-Agen-Penjual-Efek-Reksa-Dana/V.B.3.Pendaftaran%20Agen%20Perusahaan%20Efek.pdf
"II.J.1. Pengenaan Biaya Tahunan Atas Bursa Efek, Lembaga Kliring dan Penjaminan, serta Lembaga Penyimpanan Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan","https://www.ojk.go.id/id/regulasi/Pages/BAPEPAM-IIJ1-tentang-Pengenaan-Biaya-Tahunan-Atas-Bursa-Efek,-Lembaga-Kliring-dan-Penjaminan,-serta-Lembaga-Penyimpanan.aspx",Pasar Modal,Peraturan Lainnya,Klasifikasi Bapepam,KEP- 181/BL/2007,29 Desember 2016,"BAPEPAM-IIJ1-tentang-Pengenaan-Biaya-Tahunan-Atas-Bursa-Efek,-Lembaga-Kliring-dan-Penjaminan,-serta-Lembaga-Penyimpanan -- 5IIJ1_Pengenaan Biaya Tahunan.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/BAPEPAM-IIJ1-tentang-Pengenaan-Biaya-Tahunan-Atas-Bursa-Efek,-Lembaga-Kliring-dan-Penjaminan,-serta-Lembaga-Penyimpanan/5IIJ1_Pengenaan%20Biaya%20Tahunan.pdf"
POJK tentang Peningkatan Literasi dan Inklusi Keuangan di Sektor Jasa Keuangan bagi Konsumen danatau Masyarakat,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Peningkatan-Literasi-dan-Inklusi-Keuangan-di-Sektor-Jasa-Keuangan-bagi-Konsumen-danatau-Masyarakat-.aspx,EPK,Peraturan Lainnya,Peraturan OJK,76 /POJK.07/2016,28 Desember 2016,POJK-tentang-Peningkatan-Literasi-dan-Inklusi-Keuangan-di-Sektor-Jasa-Keuangan-bagi-Konsumen-danatau-Masyarakat- -- pojk 76-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Peningkatan-Literasi-dan-Inklusi-Keuangan-di-Sektor-Jasa-Keuangan-bagi-Konsumen-danatau-Masyarakat-/pojk%2076-2016.pdf
POJK tentang Tata Kelola Perusahaan yang Baik bagi Perusahaan Perasuransian 2016,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusahaan-Perasuransian-2016.aspx,IKNB,"Asuransi,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Lembaga Keuangan Mikro",Peraturan OJK,73/POJK.05/2016,28 Desember 2016,POJK-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusahaan-Perasuransian-2016 -- pojk 73-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusahaan-Perasuransian-2016/pojk%2073-2016.pdf
POJK tentang Peningkatan Literasi dan Inklusi Keuangan di Sektor Jasa Keuangan bagi Konsumen dan atau Masyarakat,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Peningkatan-Literasi-dan-Inklusi-Keuangan-di-Sektor-Jasa-Keuangan-bagi-Konsumen-dan-atau-Masyarakat.aspx,EPK,Peraturan Lainnya,Peraturan OJK,76/POJK.07/2016,28 Desember 2016,POJK-tentang-Peningkatan-Literasi-dan-Inklusi-Keuangan-di-Sektor-Jasa-Keuangan-bagi-Konsumen-dan-atau-Masyarakat -- pojk 76-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Peningkatan-Literasi-dan-Inklusi-Keuangan-di-Sektor-Jasa-Keuangan-bagi-Konsumen-dan-atau-Masyarakat/pojk%2076-2016.pdf
POJK tentang Standar Penyelenggaraan Teknologi Informasi bagi Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Standar-Penyelenggaraan-Teknologi-Informasi-bagi-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah.aspx,"Perbankan,  Syariah","Bank Umum,  BPR,  Perbankan Syariah",Peraturan OJK,75/POJK.03/2016,28 Desember 2016,POJK-tentang-Standar-Penyelenggaraan-Teknologi-Informasi-bagi-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah -- pojk 75-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Standar-Penyelenggaraan-Teknologi-Informasi-bagi-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah/pojk%2075-2016.pdf
POJK tentang Penggabungan Usaha atau Peleburan Usaha Perusahaan Terbuka,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Penggabungan-Usaha-atau-Peleburan-Usaha-Perusahaan-Terbuka.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,74/POJK.04/2016,28 Desember 2016,POJK-tentang-Penggabungan-Usaha-atau-Peleburan-Usaha-Perusahaan-Terbuka -- SAL - POJK Penggabungan .pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Penggabungan-Usaha-atau-Peleburan-Usaha-Perusahaan-Terbuka/SAL%20-%20POJK%20Penggabungan%20.pdf
POJK tentang Kesehatan Keuangan Perusahaan Asuransi dan Perusahaan Reasuransi dengan Prinsip Syariah,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-dengan-Prinsip-Syariah.aspx,"IKNB,  Syariah","IKNB Syariah,  Asuransi",Peraturan OJK,72/POJK.05/2016,28 Desember 2016,POJK-tentang-Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-dengan-Prinsip-Syariah -- pojk 72-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-dengan-Prinsip-Syariah/pojk%2072-2016.pdf
POJK tentang Kesehatan Keuangan Perusahaan Asuransi dan Perusahaan Reasuransi,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi.aspx,IKNB,Asuransi,Peraturan OJK,71/POJK.05/2016,28 Desember 2016,POJK-tentang-Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi -- pojk 71-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi/pojk%2071-2016.pdf
"POJK tentang Penyelenggaraan Usaha Perusahaan Pialang Asuransi, Perusahaan Pialang Reasuransi, dan Perusahaan Penilai Kerugian Asuransi","https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Penyelenggaraan-Usaha-Perusahaan-Pialang-Asuransi,-Pialang-Reasuransi,-dan-Penilai-Kerugian-Asuransi.aspx",IKNB,Asuransi,Peraturan OJK,70/POJK.05/2016,28 Desember 2016,"POJK-tentang-Penyelenggaraan-Usaha-Perusahaan-Pialang-Asuransi,-Pialang-Reasuransi,-dan-Penilai-Kerugian-Asuransi -- pojk 70-2016.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Penyelenggaraan-Usaha-Perusahaan-Pialang-Asuransi,-Pialang-Reasuransi,-dan-Penilai-Kerugian-Asuransi/pojk%2070-2016.pdf"
"POJK tentang Penyelenggaraan Usaha Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah","https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang--Penyelenggaraan-Usaha-Perusahaan-Asuransi,-Asuransi-Syariah,-Reasuransi,-dan-Reasuransi-Syariah.aspx","IKNB,  Syariah","IKNB Syariah,  Asuransi",Peraturan OJK,69/POJK.05/2016,28 Desember 2016,"POJK-tentang--Penyelenggaraan-Usaha-Perusahaan-Asuransi,-Asuransi-Syariah,-Reasuransi,-dan-Reasuransi-Syariah -- pojk 69-2016.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang--Penyelenggaraan-Usaha-Perusahaan-Asuransi,-Asuransi-Syariah,-Reasuransi,-dan-Reasuransi-Syariah/pojk%2069-2016.pdf"
"POJK tentang Perizinan Usaha dan Kelembagaan Perusahaan Pialang Asuransi, Perusahaan Palang Reasuransi, dan Perusahaan Penilai Kerugian Asuransi","https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Perizinan-Usaha-dan-Kelembagaan-Perusahaan-Pialang-Asuransi,-Palang-Reasuransi,-dan-Penilai-Kerugian-Asuransi.aspx",IKNB,"Asuransi,  Lembaga Pembiayaan",Peraturan OJK,68/POJK.05/2016,28 Desember 2016,"POJK-tentang-Perizinan-Usaha-dan-Kelembagaan-Perusahaan-Pialang-Asuransi,-Palang-Reasuransi,-dan-Penilai-Kerugian-Asuransi -- pojk 68-2016.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Perizinan-Usaha-dan-Kelembagaan-Perusahaan-Pialang-Asuransi,-Palang-Reasuransi,-dan-Penilai-Kerugian-Asuransi/pojk%2068-2016.pdf"
"POJK tentang Perizinan Usaha dan Kelembagaan Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi dan Perusahaan Reasuransi Syariah","https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Perizinan-Usaha-dan-Kelembahaan-Perusahaan-Asuransi,-Asuransi-Syariah,-Reasuransi-dan-Reasuransi-Syariah.aspx","IKNB,  Syariah","IKNB Syariah,  Asuransi,  Lembaga Pembiayaan",Peraturan OJK,67/POJK.05/2016,28 Desember 2016,"POJK-tentang-Perizinan-Usaha-dan-Kelembahaan-Perusahaan-Asuransi,-Asuransi-Syariah,-Reasuransi-dan-Reasuransi-Syariah -- pojk 67-2016.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Perizinan-Usaha-dan-Kelembahaan-Perusahaan-Asuransi,-Asuransi-Syariah,-Reasuransi-dan-Reasuransi-Syariah/pojk%2067-2016.pdf"
POJK tentang Kewajiban Penyediaan Modal Minimum dan Pemenuhan Modal Inti Minimum Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Kewajiban-Penyediaan-Modal-Minimum-dan-Pemenuhan-Modal-Inti-Minimum-Bank-Pembiayaan-Rakyat-Syariah.aspx,"Perbankan,  Syariah","Bank Umum,  BPR,  Perbankan Syariah",Peraturan OJK,66/POJK.03/2016,28 Desember 2016,POJK-tentang-Kewajiban-Penyediaan-Modal-Minimum-dan-Pemenuhan-Modal-Inti-Minimum-Bank-Pembiayaan-Rakyat-Syariah -- pojk 66-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Kewajiban-Penyediaan-Modal-Minimum-dan-Pemenuhan-Modal-Inti-Minimum-Bank-Pembiayaan-Rakyat-Syariah/pojk%2066-2016.pdf
POJK tentang Penerapan Manajemen Risiko bagi Bank Umum Syariah dan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Penerapan-Manajemen-Risiko-bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,"Perbankan,  Syariah","Bank Umum,  Perbankan Syariah",Peraturan OJK,65/POJK.03/2016,28 Desember 2016,POJK-tentang-Penerapan-Manajemen-Risiko-bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah -- pojk 65-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Penerapan-Manajemen-Risiko-bagi-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah/pojk%2065-2016.pdf
POJK tentang Transformasi Lembaga Keuangan Mikro Konvensional menjadi Bank Perkreditan Rakyat dan Lembaga Keuangan Mikro Syariah menjadi Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Transformasi-Lembaga-Keuangan-Mikro-Konvensional-menjadi-BPR-dan-LMKS-menjadi-BPRS.aspx,"Perbankan,  Syariah","Bank Umum,  BPR,  Perbankan Syariah",Peraturan OJK,62/POJK.03/2016,28 Desember 2016,POJK-tentang-Transformasi-Lembaga-Keuangan-Mikro-Konvensional-menjadi-BPR-dan-LMKS-menjadi-BPRS -- pojk 62-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Transformasi-Lembaga-Keuangan-Mikro-Konvensional-menjadi-BPR-dan-LMKS-menjadi-BPRS/pojk%2062-2016.pdf
POJK tentang Direksi dan Dewan Komisaris Lembaga Penyimpanan dan Penyelesaian,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Direksi-dan-Dewan-Komisaris-Lembaga-Penyimpanan-dan-Penyelesaian.aspx,Pasar Modal,Lembaga Penyimpanan dan Penyelesaian,Peraturan OJK,60/POJK.04/2016,28 Desember 2016,POJK-tentang-Direksi-dan-Dewan-Komisaris-Lembaga-Penyimpanan-dan-Penyelesaian -- POJK 60. Direksi dan Dekom LKP.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Direksi-dan-Dewan-Komisaris-Lembaga-Penyimpanan-dan-Penyelesaian/POJK%2060.%20Direksi%20dan%20Dekom%20LKP.pdf
POJK tentang Direksi dan Dewan Komisaris Lembaga Kliring dan Penjaminan,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Direksi-dan-Dewan-Komisaris-Lembaga-Kliring-dan-Penjaminan.aspx,Pasar Modal,Lembaga Kliring dan Penjaminan,Peraturan OJK,59/POJK/.04/2016,28 Desember 2016,POJK-tentang-Direksi-dan-Dewan-Komisaris-Lembaga-Kliring-dan-Penjaminan -- SAL POJK 59. Direksi - Dekom LKP.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Direksi-dan-Dewan-Komisaris-Lembaga-Kliring-dan-Penjaminan/SAL%20POJK%2059.%20Direksi%20-%20Dekom%20LKP.pdf
POJK tentang Direksi dan Dewan Komisaris Bursa Efek,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Direksi-dan-Dewan-Komisaris-Bursa-Efek.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,58/POJK.04/2016,28 Desember 2016,POJK-tentang-Direksi-dan-Dewan-Komisaris-Bursa-Efek -- SAL - POJK 58. Direksi - Dekom Bursa Efek.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Direksi-dan-Dewan-Komisaris-Bursa-Efek/SAL%20-%20POJK%2058.%20Direksi%20-%20Dekom%20Bursa%20Efek.pdf
VI. A1. Persetujuan Bank Umum Sebagai Kustodian Berdasarkan Keputusan Ketua Badan Pengawas Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/BAPEPAM-VIA1-tentang-Persetujuan-Bank-Umum-Sebagai-Kustodian.aspx,Pasar Modal,Lembaga Penunjang Pasar Modal,Klasifikasi Bapepam,KEP-34/PM/1996,28 Desember 2016,BAPEPAM-VIA1-tentang-Persetujuan-Bank-Umum-Sebagai-Kustodian -- VI.A.1.Persetujuan Bank Umum sebagai Kustodian.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/BAPEPAM-VIA1-tentang-Persetujuan-Bank-Umum-Sebagai-Kustodian/VI.A.1.Persetujuan%20Bank%20Umum%20sebagai%20Kustodian.pdf
Peraturan Bank Indonesia tentang Produk Bank Syariah dan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/PBI-tentang-Produk-Bank-Syariah-dan-Unit-Usaha-Syariah.aspx,"Perbankan,  Syariah","Bank Umum,  Perbankan Syariah",PPBI,10/17/PBI/2008,28 Desember 2016,PBI-tentang-Produk-Bank-Syariah-dan-Unit-Usaha-Syariah -- 169.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/PBI-tentang-Produk-Bank-Syariah-dan-Unit-Usaha-Syariah/169.pdf
